hero_id,win_count,loss_count,win_loss_ratio,battle_count,win_prob
103001_0,99358,85546,0.537,184904,0.537
103001_1,99454,86096,0.536,185550,0.536
103001_2,99360,86086,0.536,185446,0.536
103001_3,99123,86093,0.535,185216,0.535
103001_4,99600,86755,0.534,186355,0.534
103001_5,99633,85972,0.537,185605,0.537
103001_6,99077,86082,0.535,185159,0.535
103001_7,99432,86234,0.536,185666,0.536
103001_8,99045,85525,0.537,184570,0.537
103002_0,94718,90165,0.512,184883,0.512
103002_1,94767,90906,0.51,185673,0.51
103002_2,94453,90564,0.511,185017,0.511
103002_3,94308,91155,0.509,185463,0.509
103002_4,94134,91072,0.508,185206,0.508
103002_5,94250,90833,0.509,185083,0.509
103002_6,94408,90709,0.51,185117,0.51
103002_7,94579,90473,0.511,185052,0.511
103002_8,94556,90679,0.51,185235,0.51
103008_0,96643,88623,0.522,185266,0.522
103008_1,95414,90192,0.514,185606,0.514
103008_2,97658,87968,0.526,185626,0.526
103008_3,98416,86225,0.533,184641,0.533
103008_4,98367,87957,0.528,186324,0.528
103008_5,98744,86334,0.534,185078,0.534
103008_6,99768,85935,0.537,185703,0.537
103008_7,98931,86690,0.533,185621,0.533
103008_8,99165,85223,0.538,184388,0.538
103010_0,103472,82060,0.558,185532,0.558
103010_1,102487,82910,0.553,185397,0.553
103010_2,102402,81937,0.556,184339,0.556
103010_3,103045,81660,0.558,184705,0.558
103010_4,101963,82368,0.553,184331,0.553
103010_5,103315,82113,0.557,185428,0.557
103010_6,103149,82457,0.556,185606,0.556
103010_7,101263,82516,0.551,183779,0.551
103010_8,103318,82521,0.556,185839,0.556
103011_0,92849,91821,0.503,184670,0.503
103011_1,92768,92500,0.501,185268,0.501
103011_2,92582,92494,0.5,185076,0.5
103011_3,93318,91927,0.504,185245,0.504
103011_4,93317,92164,0.503,185481,0.503
103011_5,93167,92123,0.503,185290,0.503
103011_6,93608,91503,0.506,185111,0.506
103011_7,93585,92000,0.504,185585,0.504
103011_8,94154,90789,0.509,184943,0.509
103012_0,97338,88527,0.524,185865,0.524
103012_1,96660,88882,0.521,185542,0.521
103012_2,96740,88603,0.522,185343,0.522
103012_3,96551,88807,0.521,185358,0.521
103012_4,96287,89059,0.519,185346,0.519
103012_5,95562,89339,0.517,184901,0.517
103012_6,96290,89004,0.52,185294,0.52
103012_7,96374,88907,0.52,185281,0.52
103012_8,96154,88655,0.52,184809,0.52
103013_0,116677,68208,0.631,184885,0.631
103013_1,115553,69796,0.623,185349,0.623
103013_2,118085,67546,0.636,185631,0.636
103013_3,116400,68763,0.629,185163,0.629
103013_4,114437,70511,0.619,184948,0.619
103013_5,116984,68199,0.632,185183,0.632
103013_6,115314,69870,0.623,185184,0.623
103013_7,113857,71114,0.616,184971,0.616
103013_8,116119,68516,0.629,184635,0.629
103018_0,98545,86668,0.532,185213,0.532
103018_1,97958,88177,0.526,186135,0.526
103018_2,97555,87800,0.526,185355,0.526
103018_3,96541,88457,0.522,184998,0.522
103018_4,95425,89850,0.515,185275,0.515
103018_5,96466,89112,0.52,185578,0.52
103018_6,96363,88346,0.522,184709,0.522
103018_7,95037,90151,0.513,185188,0.513
103018_8,95920,89096,0.518,185016,0.518
103019_0,88667,95887,0.48,184554,0.48
103019_1,89754,96517,0.482,186271,0.482
103019_2,88920,96011,0.481,184931,0.481
103019_3,88956,96606,0.479,185562,0.479
103019_4,89663,95950,0.483,185613,0.483
103019_5,88793,95885,0.481,184678,0.481
103019_6,89139,96199,0.481,185338,0.481
103019_7,88906,95814,0.481,184720,0.481
103019_8,89304,96316,0.481,185620,0.481
103020_0,104463,81769,0.561,186232,0.561
103020_1,102472,82439,0.554,184911,0.554
103020_2,104798,80809,0.565,185607,0.565
103020_3,103916,80962,0.562,184878,0.562
103020_4,102853,81804,0.557,184657,0.557
103020_5,105361,80684,0.566,186045,0.566
103020_6,104027,81599,0.56,185626,0.56
103020_7,103189,82047,0.557,185236,0.557
103020_8,104991,81059,0.564,186050,0.564
103021_0,89224,95846,0.482,185070,0.482
103021_1,89091,96090,0.481,185181,0.481
103021_2,88862,96229,0.48,185091,0.48
103021_3,89126,95268,0.483,184394,0.483
103021_4,89296,95926,0.482,185222,0.482
103021_5,89526,95235,0.485,184761,0.485
103021_6,90491,95694,0.486,186185,0.486
103021_7,89894,94928,0.486,184822,0.486
103021_8,90408,94489,0.489,184897,0.489
103023_0,86595,98726,0.467,185321,0.467
103023_1,87755,98208,0.472,185963,0.472
103023_2,86702,98201,0.469,184903,0.469
103023_3,87336,98462,0.47,185798,0.47
103023_4,87138,98293,0.47,185431,0.47
103023_5,86859,98612,0.468,185471,0.468
103023_6,87057,98250,0.47,185307,0.47
103023_7,87979,98496,0.472,186475,0.472
103023_8,88059,98093,0.473,186152,0.473
103024_0,89454,95374,0.484,184828,0.484
103024_1,89643,94540,0.487,184183,0.487
103024_2,89055,96005,0.481,185060,0.481
103024_3,89137,96149,0.481,185286,0.481
103024_4,89600,95060,0.485,184660,0.485
103024_5,88798,96012,0.48,184810,0.48
103024_6,89357,96305,0.481,185662,0.481
103024_7,90205,94480,0.488,184685,0.488
103024_8,89779,94932,0.486,184711,0.486
103025_0,97362,87944,0.525,185306,0.525
103025_1,97307,88083,0.525,185390,0.525
103025_2,97844,88026,0.526,185870,0.526
103025_3,97312,87754,0.526,185066,0.526
103025_4,98045,88261,0.526,186306,0.526
103025_5,97221,87574,0.526,184795,0.526
103025_6,96758,87565,0.525,184323,0.525
103025_7,96751,88521,0.522,185272,0.522
103025_8,97135,87838,0.525,184973,0.525
103026_0,105342,79986,0.568,185328,0.568
103026_1,104836,81099,0.564,185935,0.564
103026_2,104402,80755,0.564,185157,0.564
103026_3,104118,81487,0.561,185605,0.561
103026_4,102925,81543,0.558,184468,0.558
103026_5,103007,81903,0.557,184910,0.557
103026_6,102838,82641,0.554,185479,0.554
