hero_id,win_count,loss_count,win_loss_ratio,battle_count,win_prob
116001_0,82235,74293,0.525,156528,0.525
116001_1,81728,75130,0.521,156858,0.521
116001_2,81445,73949,0.524,155394,0.524
116001_3,81965,74701,0.523,156666,0.523
116001_4,80707,75018,0.518,155725,0.518
116001_5,81536,74540,0.522,156076,0.522
116001_6,81259,75221,0.519,156480,0.519
116001_7,80816,75323,0.518,156139,0.518
116001_8,80984,74821,0.52,155805,0.52
116002_0,81671,74877,0.522,156548,0.522
116002_1,81485,74565,0.522,156050,0.522
116002_2,82189,74900,0.523,157089,0.523
116002_3,81543,74919,0.521,156462,0.521
116002_4,81479,75221,0.52,156700,0.52
116002_5,81623,75090,0.521,156713,0.521
116002_6,81494,74531,0.522,156025,0.522
116002_7,81390,74730,0.521,156120,0.521
116002_8,80990,74998,0.519,155988,0.519
116008_0,81834,74064,0.525,155898,0.525
116008_1,82099,73953,0.526,156052,0.526
116008_2,83835,72621,0.536,156456,0.536
116008_3,83961,72014,0.538,155975,0.538
116008_4,82943,72822,0.532,155765,0.532
116008_5,84556,71981,0.54,156537,0.54
116008_6,83817,72203,0.537,156020,0.537
116008_7,83756,72529,0.536,156285,0.536
116008_8,85097,72418,0.54,157515,0.54
116010_0,80691,75700,0.516,156391,0.516
116010_1,79831,76923,0.509,156754,0.509
116010_2,80175,76135,0.513,156310,0.513
116010_3,79629,76542,0.51,156171,0.51
116010_4,79217,77629,0.505,156846,0.505
116010_5,79794,76296,0.511,156090,0.511
116010_6,79519,76777,0.509,156296,0.509
116010_7,78981,77051,0.506,156032,0.506
116010_8,80242,76200,0.513,156442,0.513
116011_0,81054,74587,0.521,155641,0.521
116011_1,81290,75136,0.52,156426,0.52
116011_2,81381,75637,0.518,157018,0.518
116011_3,81841,75038,0.522,156879,0.522
116011_4,81462,75011,0.521,156473,0.521
116011_5,81308,75232,0.519,156540,0.519
116011_6,81834,74889,0.522,156723,0.522
116011_7,81117,75452,0.518,156569,0.518
116011_8,80843,75523,0.517,156366,0.517
116012_0,84222,72020,0.539,156242,0.539
116012_1,84617,72487,0.539,157104,0.539
116012_2,84134,71288,0.541,155422,0.541
116012_3,84384,72062,0.539,156446,0.539
116012_4,83981,72887,0.535,156868,0.535
116012_5,83765,72642,0.536,156407,0.536
116012_6,84155,71985,0.539,156140,0.539
116012_7,83909,72821,0.535,156730,0.535
116012_8,83765,72947,0.535,156712,0.535
116013_0,94718,61743,0.605,156461,0.605
116013_1,94151,63165,0.598,157316,0.598
116013_2,94603,61844,0.605,156447,0.605
116013_3,92246,64694,0.588,156940,0.588
116013_4,91167,64901,0.584,156068,0.584
116013_5,92482,64201,0.59,156683,0.59
116013_6,91575,64999,0.585,156574,0.585
116013_7,90462,65789,0.579,156251,0.579
116013_8,91864,64745,0.587,156609,0.587
116018_0,79039,77488,0.505,156527,0.505
116018_1,77746,78455,0.498,156201,0.498
116018_2,77746,78352,0.498,156098,0.498
116018_3,77146,79279,0.493,156425,0.493
116018_4,76236,80239,0.487,156475,0.487
116018_5,77077,79374,0.493,156451,0.493
116018_6,76800,79193,0.492,155993,0.492
116018_7,76369,80393,0.487,156762,0.487
116018_8,77368,79445,0.493,156813,0.493
116019_0,74825,81688,0.478,156513,0.478
116019_1,75345,81425,0.481,156770,0.481
116019_2,76177,80734,0.485,156911,0.485
116019_3,75834,80482,0.485,156316,0.485
116019_4,76186,80223,0.487,156409,0.487
116019_5,76014,80206,0.487,156220,0.487
116019_6,75874,80165,0.486,156039,0.486
116019_7,75983,80047,0.487,156030,0.487
116019_8,76260,79722,0.489,155982,0.489
116020_0,95290,61396,0.608,156686,0.608
116020_1,93597,62887,0.598,156484,0.598
116020_2,95517,60887,0.611,156404,0.611
116020_3,93988,62755,0.6,156743,0.6
116020_4,92719,63710,0.593,156429,0.593
116020_5,95247,61327,0.608,156574,0.608
116020_6,93540,62967,0.598,156507,0.598
116020_7,92683,62961,0.595,155644,0.595
116020_8,94546,62097,0.604,156643,0.604
116021_0,77647,78314,0.498,155961,0.498
116021_1,77395,78612,0.496,156007,0.496
116021_2,77821,78776,0.497,156597,0.497
116021_3,77468,78065,0.498,155533,0.498
116021_4,77807,78303,0.498,156110,0.498
116021_5,77971,78257,0.499,156228,0.499
116021_6,78074,78172,0.5,156246,0.5
116021_7,78090,77870,0.501,155960,0.501
116021_8,78296,78345,0.5,156641,0.5
116023_0,70807,85470,0.453,156277,0.453
116023_1,71780,85351,0.457,157131,0.457
116023_2,71537,85253,0.456,156790,0.456
116023_3,71183,85219,0.455,156402,0.455
116023_4,71976,84783,0.459,156759,0.459
116023_5,71363,84821,0.457,156184,0.457
116023_6,71727,85118,0.457,156845,0.457
116023_7,71941,84347,0.46,156288,0.46
116023_8,72251,84759,0.46,157010,0.46
116024_0,74582,82023,0.476,156605,0.476
116024_1,74450,81263,0.478,155713,0.478
116024_2,74877,82169,0.477,157046,0.477
116024_3,75172,82158,0.478,157330,0.478
116024_4,74132,82151,0.474,156283,0.474
116024_5,75087,81522,0.479,156609,0.479
116024_6,74678,81781,0.477,156459,0.477
116024_7,75006,81256,0.48,156262,0.48
116024_8,74959,81351,0.48,156310,0.48
116025_0,82007,74239,0.525,156246,0.525
116025_1,81800,74373,0.524,156173,0.524
116025_2,83156,73589,0.531,156745,0.531
116025_3,82786,73073,0.531,155859,0.531
116025_4,82512,73675,0.528,156187,0.528
116025_5,83351,73212,0.532,156563,0.532
116025_6,83032,73786,0.529,156818,0.529
116025_7,82304,73956,0.527,156260,0.527
116025_8,83085,72674,0.533,155759,0.533
116026_0,92990,63427,0.595,156417,0.595
116026_1,92392,64341,0.589,156733,0.589
116026_2,92853,63711,0.593,156564,0.593
116026_3,92134,63772,0.591,155906,0.591
116026_4,91649,64823,0.586,156472,0.586
116026_5,92339,64936,0.587,157275,0.587
116026_6,91788,64303,0.588,156091,0.588
116026_7,91437,65120,0.584,156557,0.584
116026_8,91122,65324,0.582,156446,0.582
116027_0,78845,77608,0.504,156453,0.504
116027_1,79061,77015,0.507,156076,0.507
116027_2,78840,77732,0.504,156572,0.504
116027_3,78465,77813,0.502,156278,0.502
116027_4,79262,77762,0.505,157024,0.505
116027_5,78651,77181,0.505,155832,0.505
116027_6,79079,77860,0.504,156939,0.504
116027_7,79484,77174,0.507,156658,0.507
116027_8,79521,76498,0.51,156019,0.51
116031_0,78955,77425,0.505,156380,0.505
116031_1,79244,77786,0.505,157030,0.505
116031_2,78534,77790,0.502,156324,0.502
116031_3,77679,78480,0.497,156159,0.497
116031_4,77917,77838,0.5,155755,0.5
116031_5,77336,78513,0.496,155849,0.496
116031_6,78048,78386,0.499,156434,0.499
116031_7,78474,78883,0.499,157357,0.499
116031_8,78110,78714,0.498,156824,0.498
116032_0,74292,82410,0.474,156702,0.474
