hero_id,win_count,loss_count,win_loss_ratio,battle_count,win_prob
116001_0,72652,75939,0.489,148591,0.489
116001_1,72199,76605,0.485,148804,0.485
116001_2,71861,76076,0.486,147937,0.486
116001_3,70615,77724,0.476,148339,0.476
116001_4,70140,78580,0.472,148720,0.472
116001_5,70583,78217,0.474,148800,0.474
116001_6,69809,77872,0.473,147681,0.473
116001_7,69366,78953,0.468,148319,0.468
116001_8,69220,78537,0.468,147757,0.468
116002_0,93198,54515,0.631,147713,0.631
116002_1,93706,54275,0.633,147981,0.633
116002_2,94382,54160,0.635,148542,0.635
116002_3,92229,56061,0.622,148290,0.622
116002_4,91647,56190,0.62,147837,0.62
116002_5,91975,56614,0.619,148589,0.619
116002_6,93175,54716,0.63,147891,0.63
116002_7,92433,55448,0.625,147881,0.625
116002_8,92768,55541,0.626,148309,0.626
116008_0,65627,82836,0.442,148463,0.442
116008_1,65156,82707,0.441,147863,0.441
116008_2,67990,79973,0.46,147963,0.46
116008_3,70133,79087,0.47,149220,0.47
116008_4,67994,79803,0.46,147797,0.46
116008_5,70360,77325,0.476,147685,0.476
116008_6,70381,77600,0.476,147981,0.476
116008_7,69038,79318,0.465,148356,0.465
116008_8,70442,77619,0.476,148061,0.476
116010_0,64231,83734,0.434,147965,0.434
116010_1,62926,85173,0.425,148099,0.425
116010_2,63600,84801,0.429,148401,0.429
116010_3,64227,84603,0.432,148830,0.432
116010_4,62936,85499,0.424,148435,0.424
116010_5,63704,84385,0.43,148089,0.43
116010_6,63538,84607,0.429,148145,0.429
116010_7,62883,84762,0.426,147645,0.426
116010_8,63345,84242,0.429,147587,0.429
116011_0,63660,84250,0.43,147910,0.43
116011_1,63301,84419,0.429,147720,0.429
116011_2,64073,84140,0.432,148213,0.432
116011_3,64075,83504,0.434,147579,0.434
116011_4,64446,83933,0.434,148379,0.434
116011_5,65239,82865,0.44,148104,0.44
116011_6,66754,82073,0.449,148827,0.449
116011_7,66031,82065,0.446,148096,0.446
116011_8,66979,81370,0.451,148349,0.451
116012_0,89774,58804,0.604,148578,0.604
116012_1,87914,60698,0.592,148612,0.592
116012_2,88781,59602,0.598,148383,0.598
116012_3,87350,60732,0.59,148082,0.59
116012_4,86429,62074,0.582,148503,0.582
116012_5,86615,61375,0.585,147990,0.585
116012_6,87366,60296,0.592,147662,0.592
116012_7,85808,62124,0.58,147932,0.58
116012_8,86792,61455,0.585,148247,0.585
116013_0,80837,67952,0.543,148789,0.543
116013_1,80133,67811,0.542,147944,0.542
116013_2,79967,68506,0.539,148473,0.539
116013_3,76817,71043,0.52,147860,0.52
116013_4,76890,71126,0.519,148016,0.519
116013_5,77627,70388,0.524,148015,0.524
116013_6,77381,70388,0.524,147769,0.524
116013_7,77333,71024,0.521,148357,0.521
116013_8,77569,70640,0.523,148209,0.523
116018_0,64605,82842,0.438,147447,0.438
116018_1,63622,84452,0.43,148074,0.43
116018_2,64119,83853,0.433,147972,0.433
116018_3,62891,84754,0.426,147645,0.426
116018_4,62271,86323,0.419,148594,0.419
116018_5,63378,84973,0.427,148351,0.427
116018_6,63971,84417,0.431,148388,0.431
116018_7,63035,84913,0.426,147948,0.426
116018_8,64230,83807,0.434,148037,0.434
116019_0,60449,87742,0.408,148191,0.408
116019_1,62286,86007,0.42,148293,0.42
116019_2,62914,85213,0.425,148127,0.425
116019_3,63028,85411,0.425,148439,0.425
116019_4,63336,84646,0.428,147982,0.428
116019_5,63505,85088,0.427,148593,0.427
116019_6,63064,84798,0.427,147862,0.427
116019_7,63270,85254,0.426,148524,0.426
116019_8,63460,84950,0.428,148410,0.428
116020_0,80078,68120,0.54,148198,0.54
116020_1,78137,70200,0.527,148337,0.527
116020_2,81193,67356,0.547,148549,0.547
116020_3,77973,70267,0.526,148240,0.526
116020_4,76334,71931,0.515,148265,0.515
116020_5,80044,68571,0.539,148615,0.539
116020_6,78290,70213,0.527,148503,0.527
116020_7,76594,71347,0.518,147941,0.518
116020_8,79905,68246,0.539,148151,0.539
116021_0,65276,83010,0.44,148286,0.44
116021_1,63466,85426,0.426,148892,0.426
116021_2,64326,84032,0.434,148358,0.434
116021_3,64294,83473,0.435,147767,0.435
116021_4,63739,84844,0.429,148583,0.429
116021_5,64979,83068,0.439,148047,0.439
116021_6,65024,83155,0.439,148179,0.439
116021_7,64387,83943,0.434,148330,0.434
116021_8,65491,82151,0.444,147642,0.444
116023_0,54039,94237,0.364,148276,0.364
116023_1,55597,92029,0.377,147626,0.377
116023_2,56114,91721,0.38,147835,0.38
116023_3,54994,92954,0.372,147948,0.372
116023_4,55291,91881,0.376,147172,0.376
116023_5,56099,91559,0.38,147658,0.38
116023_6,57558,91066,0.387,148624,0.387
116023_7,57655,90590,0.389,148245,0.389
116023_8,58287,89710,0.394,147997,0.394
116024_0,60175,87998,0.406,148173,0.406
116024_1,60517,87868,0.408,148385,0.408
116024_2,60985,87812,0.41,148797,0.41
116024_3,59469,88173,0.403,147642,0.403
116024_4,60614,87512,0.409,148126,0.409
116024_5,60766,86934,0.411,147700,0.411
116024_6,60824,87347,0.41,148171,0.41
116024_7,62130,86415,0.418,148545,0.418
116024_8,62760,85291,0.424,148051,0.424
116025_0,83506,65317,0.561,148823,0.561
116025_1,81519,66470,0.551,147989,0.551
116025_2,85214,63223,0.574,148437,0.574
116025_3,85128,63165,0.574,148293,0.574
116025_4,83365,64616,0.563,147981,0.563
116025_5,85433,62504,0.577,147937,0.577
116025_6,84716,63208,0.573,147924,0.573
116025_7,83726,65020,0.563,148746,0.563
116025_8,84799,63304,0.573,148103,0.573
116026_0,80279,67505,0.543,147784,0.543
116026_1,80259,68168,0.541,148427,0.541
116026_2,81009,67536,0.545,148545,0.545
116026_3,80464,67714,0.543,148178,0.543
116026_4,79229,68457,0.536,147686,0.536
116026_5,80466,68028,0.542,148494,0.542
116026_6,80102,68231,0.54,148333,0.54
116026_7,79587,68088,0.539,147675,0.539
116026_8,80049,67933,0.541,147982,0.541
116027_0,61807,86708,0.416,148515,0.416
116027_1,62848,84958,0.425,147806,0.425
116027_2,62567,85347,0.423,147914,0.423
116027_3,62415,85654,0.422,148069,0.422
116027_4,63549,84546,0.429,148095,0.429
116027_5,63730,84607,0.43,148337,0.43
116027_6,63877,84305,0.431,148182,0.431
116027_7,65421,82714,0.442,148135,0.442
116027_8,66124,82350,0.445,148474,0.445
116031_0,66666,81399,0.45,148065,0.45
116031_1,68124,79715,0.461,147839,0.461
116031_2,65896,82733,0.443,148629,0.443
116031_3,64281,84148,0.433,148429,0.433
116031_4,65234,83051,0.44,148285,0.44
116031_5,64344,84180,0.433,148524,0.433
116031_6,66178,83181,0.443,149359,0.443
116031_7,67226,81379,0.452,148605,0.452
116031_8,66334,82079,0.447,148413,0.447
116032_0,63494,85097,0.427,148591,0.427
116032_1,64672,83350,0.437,148022,0.437
116032_2,62303,86042,0.42,148345,0.42
116032_3,60522,88128,0.407,148650,0.407
