pos,10101060, 10201060, 10301060, 10401060, 10501060, 10601060, 10701060, 10801060, 10901060, 11001060, 11101060, 11201060
0,0.429,0.442,0.637,0.655,0.439,0.651,0.43,0.441,0.433,0.438,0.4,0.56
1,0.436,0.449,0.626,0.646,0.447,0.642,0.428,0.45,0.448,0.448,0.424,0.561
2,0.446,0.454,0.613,0.643,0.449,0.627,0.43,0.456,0.441,0.454,0.401,0.547
3,0.444,0.446,0.627,0.657,0.459,0.627,0.46,0.475,0.428,0.439,0.386,0.538
4,0.45,0.455,0.613,0.643,0.461,0.613,0.456,0.472,0.447,0.455,0.415,0.54
5,0.464,0.461,0.601,0.643,0.471,0.599,0.464,0.493,0.44,0.457,0.386,0.52
6,0.471,0.463,0.596,0.635,0.473,0.577,0.491,0.489,0.446,0.457,0.388,0.516
7,0.475,0.472,0.586,0.613,0.472,0.557,0.484,0.476,0.466,0.47,0.421,0.522
8,0.497,0.484,0.575,0.62,0.489,0.548,0.503,0.511,0.46,0.477,0.391,0.507
