pos,10102120, 10202120, 10302120, 10402120, 10502120, 10602120, 10702120, 10802120, 10902120, 11002120, 11102120, 11202120
0,0.425,0.437,0.642,0.659,0.438,0.656,0.437,0.441,0.431,0.433,0.401,0.56
1,0.431,0.444,0.63,0.649,0.446,0.648,0.435,0.449,0.446,0.443,0.422,0.559
2,0.441,0.451,0.614,0.645,0.45,0.632,0.439,0.453,0.441,0.451,0.403,0.547
3,0.441,0.445,0.626,0.656,0.457,0.627,0.468,0.475,0.428,0.438,0.389,0.537
4,0.448,0.453,0.613,0.64,0.461,0.611,0.464,0.472,0.45,0.452,0.418,0.537
5,0.462,0.461,0.597,0.638,0.469,0.596,0.472,0.494,0.44,0.456,0.387,0.518
6,0.471,0.465,0.591,0.629,0.471,0.572,0.5,0.491,0.448,0.457,0.393,0.514
7,0.474,0.473,0.579,0.605,0.47,0.551,0.493,0.477,0.468,0.472,0.428,0.519
8,0.496,0.486,0.565,0.612,0.488,0.541,0.513,0.512,0.464,0.479,0.398,0.504
