hero_id,win_count,loss_count,win_loss_ratio,battle_count,win_prob
10102120_0,275333,371833,0.425,647166,0.425
10102120_1,279506,368478,0.431,647984,0.431
10102120_2,286452,362619,0.441,649071,0.441
10102120_3,285796,362779,0.441,648575,0.441
10102120_4,290283,357770,0.448,648053,0.448
10102120_5,298802,347524,0.462,646326,0.462
10102120_6,306306,343617,0.471,649923,0.471
10102120_7,307561,340669,0.474,648230,0.474
10102120_8,321276,326486,0.496,647762,0.496
10202120_0,283260,364231,0.437,647491,0.437
10202120_1,287798,359718,0.444,647516,0.444
10202120_2,292598,356064,0.451,648662,0.451
10202120_3,288539,360502,0.445,649041,0.445
10202120_4,293865,354676,0.453,648541,0.453
10202120_5,298918,349225,0.461,648143,0.461
10202120_6,301441,347107,0.465,648548,0.465
10202120_7,306863,341989,0.473,648852,0.473
10202120_8,315006,332920,0.486,647926,0.486
10302120_0,416092,232192,0.642,648284,0.642
10302120_1,408257,239581,0.63,647838,0.63
10302120_2,397294,249981,0.614,647275,0.614
10302120_3,404778,242200,0.626,646978,0.626
10302120_4,397083,250670,0.613,647753,0.613
10302120_5,386913,260785,0.597,647698,0.597
10302120_6,382723,264423,0.591,647146,0.591
10302120_7,375670,272643,0.579,648313,0.579
10302120_8,366563,281724,0.565,648287,0.565
10402120_0,427187,220982,0.659,648169,0.659
10402120_1,421117,227732,0.649,648849,0.649
10402120_2,418725,230964,0.645,649689,0.645
10402120_3,425230,223382,0.656,648612,0.656
10402120_4,414351,233190,0.64,647541,0.64
10402120_5,413111,234504,0.638,647615,0.638
10402120_6,408078,240828,0.629,648906,0.629
10402120_7,392007,255833,0.605,647840,0.605
10402120_8,396376,251119,0.612,647495,0.612
10502120_0,283484,364063,0.438,647547,0.438
10502120_1,289149,358563,0.446,647712,0.446
10502120_2,291312,356343,0.45,647655,0.45
10502120_3,296621,352139,0.457,648760,0.457
10502120_4,298704,349835,0.461,648539,0.461
10502120_5,304571,344430,0.469,649001,0.469
10502120_6,306129,343543,0.471,649672,0.471
10502120_7,304246,343056,0.47,647302,0.47
10502120_8,316313,331699,0.488,648012,0.488
10602120_0,424762,222918,0.656,647680,0.656
10602120_1,421783,228661,0.648,650444,0.648
10602120_2,409140,238668,0.632,647808,0.632
10602120_3,406452,241627,0.627,648079,0.627
10602120_4,395532,251649,0.611,647181,0.611
10602120_5,387716,262582,0.596,650298,0.596
10602120_6,369926,276732,0.572,646658,0.572
10602120_7,357776,291079,0.551,648855,0.551
10602120_8,349606,297100,0.541,646706,0.541
10702120_0,283696,364830,0.437,648526,0.437
10702120_1,282211,366223,0.435,648434,0.435
10702120_2,284347,363435,0.439,647782,0.439
10702120_3,302545,344496,0.468,647041,0.468
10702120_4,301028,347718,0.464,648746,0.464
10702120_5,305838,341820,0.472,647658,0.472
10702120_6,324009,323672,0.5,647681,0.5
10702120_7,319789,328631,0.493,648420,0.493
10702120_8,332123,315226,0.513,647349,0.513
10802120_0,286275,362280,0.441,648555,0.441
10802120_1,290879,357277,0.449,648156,0.449
10802120_2,293866,354341,0.453,648207,0.453
10802120_3,307797,340692,0.475,648489,0.475
10802120_4,306172,342748,0.472,648920,0.472
10802120_5,320363,328028,0.494,648391,0.494
10802120_6,317691,329391,0.491,647082,0.491
10802120_7,309164,339145,0.477,648309,0.477
10802120_8,332365,316662,0.512,649027,0.512
10902120_0,279369,368665,0.431,648034,0.431
10902120_1,288837,358734,0.446,647571,0.446
10902120_2,285410,361965,0.441,647375,0.441
10902120_3,277748,370773,0.428,648521,0.428
10902120_4,291288,356486,0.45,647774,0.45
10902120_5,285288,362690,0.44,647978,0.44
10902120_6,290482,357236,0.448,647718,0.448
10902120_7,303471,344979,0.468,648450,0.468
10902120_8,301272,347836,0.464,649108,0.464
11002120_0,280140,367355,0.433,647495,0.433
11002120_1,287235,361808,0.443,649043,0.443
11002120_2,292060,355967,0.451,648027,0.451
11002120_3,283457,364135,0.438,647592,0.438
11002120_4,293167,355050,0.452,648217,0.452
11002120_5,296257,352954,0.456,649211,0.456
11002120_6,296953,352583,0.457,649536,0.457
11002120_7,305685,341875,0.472,647560,0.472
11002120_8,310331,338002,0.479,648333,0.479
11102120_0,260348,388717,0.401,649065,0.401
11102120_1,273024,374637,0.422,647661,0.422
11102120_2,261398,387113,0.403,648511,0.403
11102120_3,252102,396028,0.389,648130,0.389
11102120_4,271086,377235,0.418,648321,0.418
11102120_5,250934,397070,0.387,648004,0.387
11102120_6,254152,392290,0.393,646442,0.393
11102120_7,277568,371602,0.428,649170,0.428
11102120_8,258011,390101,0.398,648112,0.398
11202120_0,362711,284765,0.56,647476,0.56
11202120_1,362609,285497,0.559,648106,0.559
11202120_2,354605,293961,0.547,648566,0.547
11202120_3,347876,299790,0.537,647666,0.537
11202120_4,348551,300020,0.537,648571,0.537
11202120_5,335569,311646,0.518,647215,0.518
11202120_6,333982,315469,0.514,649451,0.514
11202120_7,336538,311603,0.519,648141,0.519
11202120_8,325948,321121,0.504,647069,0.504
