hero_id,win_count,loss_count,win_loss_ratio,battle_count,win_prob
10104120_0,275013,373217,0.424,648230,0.424
10104120_1,278915,368578,0.431,647493,0.431
10104120_2,284907,362311,0.44,647218,0.44
10104120_3,286168,362085,0.441,648253,0.441
10104120_4,290949,357636,0.449,648585,0.449
10104120_5,299902,347531,0.463,647433,0.463
10104120_6,305217,343175,0.471,648392,0.471
10104120_7,308130,341219,0.475,649349,0.475
10104120_8,321890,326647,0.496,648537,0.496
10204120_0,282612,366076,0.436,648688,0.436
10204120_1,287135,359910,0.444,647045,0.444
10204120_2,292375,355568,0.451,647943,0.451
10204120_3,288302,360218,0.445,648520,0.445
10204120_4,294071,354129,0.454,648200,0.454
10204120_5,299487,348408,0.462,647895,0.462
10204120_6,300209,348119,0.463,648328,0.463
10204120_7,306052,342155,0.472,648207,0.472
10204120_8,314746,332813,0.486,647559,0.486
10304120_0,415751,231245,0.643,646996,0.643
10304120_1,408809,240911,0.629,649720,0.629
10304120_2,398439,250583,0.614,649022,0.614
10304120_3,405259,242205,0.626,647464,0.626
10304120_4,395460,252264,0.611,647724,0.611
10304120_5,386605,261729,0.596,648334,0.596
10304120_6,383516,265130,0.591,648646,0.591
10304120_7,375082,273752,0.578,648834,0.578
10304120_8,367517,280627,0.567,648144,0.567
10404120_0,428013,219937,0.661,647950,0.661
10404120_1,421143,227424,0.649,648567,0.649
10404120_2,417661,230150,0.645,647811,0.645
10404120_3,424036,223358,0.655,647394,0.655
10404120_4,413730,233828,0.639,647558,0.639
10404120_5,413817,234026,0.639,647843,0.639
10404120_6,408178,240206,0.63,648384,0.63
10404120_7,392504,255042,0.606,647546,0.606
10404120_8,396512,251187,0.612,647699,0.612
10504120_0,284471,365198,0.438,649669,0.438
10504120_1,289625,359334,0.446,648959,0.446
10504120_2,291995,356009,0.451,648004,0.451
10504120_3,295871,351285,0.457,647156,0.457
10504120_4,298913,350476,0.46,649389,0.46
10504120_5,305335,343020,0.471,648355,0.471
10504120_6,306369,342528,0.472,648897,0.472
10504120_7,304483,344118,0.469,648601,0.469
10504120_8,316396,330942,0.489,647338,0.489
10604120_0,425496,222787,0.656,648283,0.656
10604120_1,419913,228282,0.648,648195,0.648
10604120_2,408782,239629,0.63,648411,0.63
10604120_3,406933,241478,0.628,648411,0.628
10604120_4,396563,252630,0.611,649193,0.611
10604120_5,385960,262306,0.595,648266,0.595
10604120_6,371079,277050,0.573,648129,0.573
10604120_7,357814,291055,0.551,648869,0.551
10604120_8,351100,297397,0.541,648497,0.541
10704120_0,284052,364766,0.438,648818,0.438
10704120_1,282396,365693,0.436,648089,0.436
10704120_2,282545,364099,0.437,646644,0.437
10704120_3,303544,345115,0.468,648659,0.468
10704120_4,300886,347383,0.464,648269,0.464
10704120_5,305991,342538,0.472,648529,0.472
10704120_6,324667,322282,0.502,646949,0.502
10704120_7,319899,328531,0.493,648430,0.493
10704120_8,332941,315848,0.513,648789,0.513
10804120_0,284919,362069,0.44,646988,0.44
10804120_1,291160,356085,0.45,647245,0.45
10804120_2,293866,353490,0.454,647356,0.454
10804120_3,307208,340672,0.474,647880,0.474
10804120_4,305439,341299,0.472,646738,0.472
10804120_5,320803,328800,0.494,649603,0.494
10804120_6,317800,330382,0.49,648182,0.49
10804120_7,308156,339514,0.476,647670,0.476
10804120_8,332777,315475,0.513,648252,0.513
10904120_0,279636,367594,0.432,647230,0.432
10904120_1,289047,358116,0.447,647163,0.447
10904120_2,286542,362358,0.442,648900,0.442
10904120_3,278628,370142,0.429,648770,0.429
10904120_4,291357,357934,0.449,649291,0.449
10904120_5,285408,362657,0.44,648065,0.44
10904120_6,289704,357782,0.447,647486,0.447
10904120_7,302891,343714,0.468,646605,0.468
10904120_8,300406,347895,0.463,648301,0.463
11004120_0,280263,367847,0.432,648110,0.432
11004120_1,286327,362804,0.441,649131,0.441
11004120_2,292213,355606,0.451,647819,0.451
11004120_3,283071,363717,0.438,646788,0.438
11004120_4,293472,355174,0.452,648646,0.452
11004120_5,295650,352561,0.456,648211,0.456
11004120_6,297654,350310,0.459,647964,0.459
11004120_7,305083,342017,0.471,647100,0.471
11004120_8,310196,338799,0.478,648995,0.478
11104120_0,260164,389265,0.401,649429,0.401
11104120_1,273281,374271,0.422,647552,0.422
11104120_2,260023,387144,0.402,647167,0.402
11104120_3,252011,397180,0.388,649191,0.388
11104120_4,270815,376455,0.418,647270,0.418
11104120_5,251129,398913,0.386,650042,0.386
11104120_6,256562,392708,0.395,649270,0.395
11104120_7,277528,371167,0.428,648695,0.428
11104120_8,257476,390012,0.398,647488,0.398
11204120_0,364224,285487,0.561,649711,0.561
11204120_1,363270,285157,0.56,648427,0.56
11204120_2,355376,294365,0.547,649741,0.547
11204120_3,347783,300066,0.537,647849,0.537
11204120_4,347770,298800,0.538,646570,0.538
11204120_5,336335,312947,0.518,649282,0.518
11204120_6,332907,314742,0.514,647649,0.514
11204120_7,335784,311368,0.519,647152,0.519
11204120_8,325755,319962,0.504,645717,0.504
