pos,10103120, 10203120, 10303120, 10403120, 10503120, 10603120, 10703120, 10803120, 10903120, 11003120, 11103120, 11203120
0,0.425,0.438,0.641,0.659,0.438,0.657,0.438,0.441,0.432,0.432,0.4,0.56
1,0.431,0.444,0.629,0.649,0.446,0.648,0.435,0.449,0.446,0.442,0.422,0.56
2,0.441,0.45,0.614,0.645,0.45,0.631,0.438,0.454,0.442,0.452,0.402,0.546
3,0.442,0.444,0.626,0.656,0.458,0.627,0.468,0.473,0.429,0.438,0.389,0.538
4,0.449,0.454,0.612,0.64,0.46,0.611,0.465,0.473,0.448,0.452,0.418,0.537
5,0.463,0.461,0.597,0.639,0.471,0.597,0.472,0.493,0.441,0.456,0.388,0.518
6,0.47,0.464,0.59,0.629,0.471,0.572,0.5,0.491,0.449,0.458,0.392,0.515
7,0.474,0.474,0.579,0.605,0.469,0.552,0.494,0.477,0.468,0.472,0.428,0.518
8,0.497,0.485,0.566,0.612,0.487,0.541,0.513,0.513,0.464,0.479,0.397,0.504
