hero_id,win_count,loss_count,win_loss_ratio,battle_count,win_prob
10102060_0,2220963,3343246,0.399,5564209,0.399
10102060_1,2303419,3265358,0.414,5568777,0.414
10102060_2,2187432,3383031,0.393,5570463,0.393
10102060_3,2078275,3486122,0.373,5564397,0.373
10102060_4,2172010,3395535,0.39,5567545,0.39
10102060_5,2037433,3527628,0.366,5565061,0.366
10102060_6,1995125,3573252,0.358,5568377,0.358
10102060_7,2086020,3479538,0.375,5565558,0.375
10102060_8,1963547,3602528,0.353,5566075,0.353
10202060_0,2796015,2768888,0.502,5564903,0.502
10202060_1,2797477,2767056,0.503,5564533,0.503
10202060_2,2832677,2736751,0.509,5569428,0.509
10202060_3,2849445,2719102,0.512,5568547,0.512
10202060_4,2848495,2717579,0.512,5566074,0.512
10202060_5,2896877,2674862,0.52,5571739,0.52
10202060_6,2920692,2642916,0.525,5563608,0.525
10202060_7,2916343,2648819,0.524,5565162,0.524
10202060_8,2968582,2596264,0.533,5564846,0.533
10302060_0,2491521,3075732,0.448,5567253,0.448
10302060_1,2609977,2957669,0.469,5567646,0.469
10302060_2,2401512,3161978,0.432,5563490,0.432
10302060_3,2241258,3325616,0.403,5566874,0.403
10302060_4,2379222,3191407,0.427,5570629,0.427
10302060_5,2149030,3418943,0.386,5567973,0.386
10302060_6,2055776,3511942,0.369,5567718,0.369
10302060_7,2177843,3388957,0.391,5566800,0.391
10302060_8,1985517,3578309,0.357,5563826,0.357
10402060_0,2128792,3435933,0.383,5564725,0.383
10402060_1,2171687,3392470,0.39,5564157,0.39
10402060_2,2147227,3416972,0.386,5564199,0.386
10402060_3,2180922,3388577,0.392,5569499,0.392
10402060_4,2223239,3341554,0.4,5564793,0.4
10402060_5,2201317,3364627,0.395,5565944,0.395
10402060_6,2289779,3275987,0.411,5565766,0.411
10402060_7,2337214,3231732,0.42,5568946,0.42
10402060_8,2312274,3251215,0.416,5563489,0.416
10502060_0,2768638,2796898,0.497,5565536,0.497
10502060_1,2765419,2798256,0.497,5563675,0.497
10502060_2,2815708,2748141,0.506,5563849,0.506
10502060_3,2951867,2612533,0.53,5564400,0.53
10502060_4,2929763,2637768,0.526,5567531,0.526
10502060_5,3000893,2567889,0.539,5568782,0.539
10502060_6,3057986,2506577,0.55,5564563,0.55
10502060_7,3017342,2546266,0.542,5563608,0.542
10502060_8,3112765,2455063,0.559,5567828,0.559
10602060_0,3544118,2021626,0.637,5565744,0.637
10602060_1,3492372,2072441,0.628,5564813,0.628
10602060_2,3508787,2054909,0.631,5563696,0.631
10602060_3,3605386,1963205,0.647,5568591,0.647
10602060_4,3535315,2027861,0.635,5563176,0.635
10602060_5,3528601,2036988,0.634,5565589,0.634
10602060_6,3514422,2050269,0.632,5564691,0.632
10602060_7,3435929,2129083,0.617,5565012,0.617
10602060_8,3421351,2146277,0.615,5567628,0.615
10702060_0,2669183,2896570,0.48,5565753,0.48
10702060_1,2647302,2918786,0.476,5566088,0.476
10702060_2,2703365,2862528,0.486,5565893,0.486
10702060_3,2856630,2711211,0.513,5567841,0.513
10702060_4,2816105,2752611,0.506,5568716,0.506
10702060_5,2893853,2671473,0.52,5565326,0.52
10702060_6,3024371,2544217,0.543,5568588,0.543
10702060_7,2966291,2601762,0.533,5568053,0.533
10702060_8,3078220,2486149,0.553,5564369,0.553
10802060_0,2772171,2795616,0.498,5567787,0.498
10802060_1,2750888,2816653,0.494,5567541,0.494
10802060_2,2822278,2744068,0.507,5566346,0.507
10802060_3,2981604,2585244,0.536,5566848,0.536
10802060_4,2923078,2641232,0.525,5564310,0.525
10802060_5,3069662,2499527,0.551,5569189,0.551
10802060_6,3121090,2444100,0.561,5565190,0.561
10802060_7,3027865,2537056,0.544,5564921,0.544
