pos,10104120, 10204120, 10304120, 10404120, 10504120, 10604120, 10704120, 10804120, 10904120, 11004120, 11104120, 11204120
0,3584616,3683586,5338083,5310107,3656334,5354908,3628874,3687018,4631551,3632446,3341252,4624343
1,3639028,3752633,5257403,5257250,3725508,5308903,3629661,3773272,4731114,3724218,3512333,4633847
2,3742455,3819261,5097843,5238405,3776934,5159178,3658666,3806799,4683371,3810933,3361784,4519374
3,3729207,3748118,5170174,5334083,3823600,5160041,3886835,3968322,4453209,3687544,3203343,4476623
4,3790698,3836413,5060040,5233692,3858160,5040120,3873636,3961725,4511775,3813610,3461386,4476485
5,3892722,3878101,4901064,5212239,3929747,4885013,3929718,4118225,4587567,3824447,3193683,4304367
6,3989971,3928465,4851806,5175902,3984929,4735647,4196492,4144854,4315742,3865468,3264069,4313573
7,4028675,4009891,4769115,5008354,3976863,4589950,4150032,4036877,4336345,3981910,3553529,4350344
8,4185600,4083297,4624984,5045322,4114311,4468672,4300206,4319918,4521673,4014782,3282258,4213016
