pos,10101060, 10201060, 10301060, 10401060, 10501060, 10601060, 10701060, 10801060, 10901060, 11001060, 11101060, 11201060
0,2351831,2960921,2635888,2254248,2928981,3749446,2824746,2931311,3666416,2918217,2591521,3297450
1,2435493,2967388,2760950,2301061,2926719,3699267,2797455,2910745,3670813,2954182,2678775,3309129
2,2313682,2992782,2543118,2273398,2979483,3716964,2861699,2988274,3693123,2947936,2578106,3263799
3,2200671,3014289,2370924,2305023,3119831,3814070,3023304,3154787,3527276,2938009,2499236,3281801
4,2298248,3013205,2513263,2355902,3101681,3740238,2982353,3097139,3498009,2979611,2617590,3295348
5,2156803,3062457,2276823,2328549,3176674,3734426,3059273,3248803,3618408,2966312,2473365,3221986
6,2111909,3091751,2175623,2420382,3237146,3719632,3200581,3304073,3423882,2978975,2463327,3236056
7,2204180,3086831,2306028,2470722,3193921,3636092,3139679,3207351,3361060,3008040,2605888,3258854
8,2080649,3144542,2101722,2447247,3296114,3617234,3257544,3403597,3532133,3013112,2430925,3186219
