pos,10102060, 10202060, 10302060, 10402060, 10502060, 10602060, 10702060, 10802060, 10902060, 11002060, 11102060, 11202060
0,2220963,2796015,2491521,2128792,2768638,3544118,2669183,2772171,3464085,2758383,2445918,3116622
1,2303419,2797477,2609977,2171687,2765419,3492372,2647302,2750888,3465762,2791208,2532262,3122968
2,2187432,2832677,2401512,2147227,2815708,3508787,2703365,2822278,3490862,2784156,2436798,3081108
3,2078275,2849445,2241258,2180922,2951867,3605386,2856630,2981604,3334573,2775283,2359342,3102194
4,2172010,2848495,2379222,2223239,2929763,3535315,2816105,2923078,3309198,2816375,2472670,3114444
5,2037433,2896877,2149030,2201317,3000893,3528601,2893853,3069662,3419265,2800661,2339211,3041235
6,1995125,2920692,2055776,2289779,3057986,3514422,3024371,3121090,3237408,2815749,2323753,3058675
7,2086020,2916343,2177843,2337214,3017342,3435929,2966291,3027865,3176119,2846130,2460270,3075973
8,1963547,2968582,1985517,2312274,3112765,3421351,3078220,3219018,3337251,2846786,2299271,3012277
