pos,10103060, 10203060, 10303060, 10403060, 10503060, 10603060, 10703060, 10803060, 10903060, 11003060, 11103060, 11203060
0,2218998,2793511,2487687,2128902,2762587,3538828,2665356,2766833,3461366,2751462,2443920,3113669
1,2299297,2795810,2608619,2170749,2760212,3492121,2641991,2751393,3462890,2790369,2528716,3121399
2,2183316,2828273,2401515,2144966,2814895,3508599,2697438,2813571,3488161,2781284,2435158,3079542
3,2075732,2845957,2237912,2178466,2947516,3600313,2854136,2979122,3332377,2774040,2357673,3098986
4,2171262,2846251,2372761,2220986,2924416,3531665,2815944,2923726,3302469,2812356,2471721,3109508
5,2035261,2889273,2147450,2199845,2999775,3524498,2891868,3062172,3415018,2800021,2333587,3044248
6,1992290,2918421,2052667,2286169,3057352,3514428,3023064,3115885,3230426,2812614,2323108,3058561
7,2081433,2911704,2177729,2333080,3017297,3430352,2962279,3027779,3173228,2840770,2462643,3073077
8,1956545,2967248,1985698,2310775,3106469,3421199,3073347,3218977,3335837,2840519,2294793,3006478
