pos,10104060, 10204060, 10304060, 10404060, 10504060, 10604060, 10704060, 10804060, 10904060, 11004060, 11104060, 11204060
0,3522012,3607106,5141022,5107171,3558953,5147047,3468681,3585033,4595364,3557618,3234824,4479030
1,3574494,3669464,5069392,5061249,3620985,5111609,3468284,3661905,4690645,3653622,3411755,4496168
2,3671341,3719241,4936669,5058274,3657294,4983084,3494427,3702908,4637908,3717201,3244911,4381050
3,3650374,3646734,5022096,5170792,3725883,4988825,3704815,3856063,4380320,3595567,3089669,4343717
4,3709029,3732238,4921720,5082809,3756665,4884964,3700611,3845266,4437556,3717729,3336835,4355963
5,3797724,3768358,4776372,5072894,3817282,4751058,3744241,4001952,4512573,3714873,3070517,4182264
6,3883130,3812057,4739641,5052642,3881348,4616171,3990498,4020748,4233041,3752650,3128376,4199940
7,3925710,3885390,4674946,4889696,3870805,4485645,3960696,3919719,4241245,3864885,3403335,4247053
8,4061471,3954807,4545759,4932031,3992258,4367943,4081366,4185522,4432737,3892040,3146422,4103833
