pos,10102120, 10202120, 10302120, 10402120, 10502120, 10602120, 10702120, 10802120, 10902120, 11002120, 11102120, 11202120
0,2228680,2865196,2495674,2189494,2850403,3629752,2768540,2819412,3481250,2815012,2509478,3193523
1,2311737,2870142,2608142,2233675,2849909,3579442,2739044,2805908,3485397,2852925,2596532,3197250
2,2198733,2894274,2405623,2209438,2895083,3585915,2803298,2872816,3510825,2840229,2498561,3154753
3,2092372,2901100,2248627,2242556,3021884,3684094,2967873,3038341,3356598,2826290,2416031,3176563
4,2191730,2906508,2395507,2287845,3001942,3609775,2924126,2979804,3329481,2861631,2538630,3180484
5,2048412,2948479,2156697,2273137,3071675,3596520,3009375,3125216,3439115,2851676,2394494,3117864
6,2014684,2972034,2069637,2359921,3117270,3582714,3148380,3173384,3257834,2864029,2386280,3128573
7,2111345,2968705,2210331,2406878,3072470,3494329,3083648,3077171,3197448,2892154,2519667,3139812
8,1975697,3028093,1999378,2384651,3173455,3483338,3205255,3279468,3359983,2899366,2359076,3078290
