pos,10103120, 10203120, 10303120, 10403120, 10503120, 10603120, 10703120, 10803120, 10903120, 11003120, 11103120, 11203120
0,2228290,2862383,2490693,2191957,2849140,3630899,2766423,2822486,3479486,2818240,2507460,3197855
1,2314357,2871168,2610381,2234107,2851290,3580411,2739109,2807593,3487299,2852742,2597137,3194885
2,2198665,2895484,2407149,2211248,2898411,3590934,2804161,2872169,3510937,2843086,2497051,3154769
3,2092447,2901361,2251867,2242884,3020389,3683395,2973225,3038054,3356356,2823843,2418343,3178063
4,2188974,2910623,2390321,2288658,2999625,3607296,2926002,2981510,3330103,2867180,2537154,3181509
5,2052208,2953137,2160203,2269878,3072651,3596543,3012153,3126219,3438998,2850825,2394760,3116792
6,2012614,2972599,2074022,2359769,3117238,3584354,3145251,3176160,3259156,2865475,2386846,3130286
7,2113785,2970467,2207016,2407555,3074452,3497949,3081097,3080978,3197733,2894563,2524763,3142300
8,1977876,3025251,2004120,2388126,3173392,3482916,3207091,3280849,3361465,2900545,2360038,3077319
