pos,10105120, 10205120, 10305120, 10405120, 10505120, 10605120, 10705120, 10805120, 10905120, 11005120, 11105120, 11205120
0,3581026,3687647,5338976,5306209,3649612,5350412,3627842,3682508,4625141,3634820,3340599,4618968
1,3637843,3750551,5253787,5251813,3721368,5305804,3625823,3770389,4725862,3718747,3511371,4630603
2,3735788,3813908,5090584,5233385,3776839,5157556,3659658,3804984,4675793,3804535,3358714,4513240
3,3727482,3744458,5166899,5330050,3821363,5150694,3884104,3963595,4450069,3684690,3201275,4471888
4,3785487,3835414,5055910,5225478,3859143,5041751,3873568,3957617,4507667,3809752,3458401,4473960
5,3889005,3877970,4895204,5208881,3930820,4885155,3924563,4118046,4587564,3817585,3187637,4298243
6,3988627,3923865,4850453,5172420,3981023,4731851,4194982,4142643,4310997,3864460,3257474,4317099
7,4023134,4010037,4767409,5003547,3969730,4582745,4146817,4033858,4334798,3981067,3547877,4344166
8,4178914,4080515,4617916,5042251,4110054,4468966,4296883,4314290,4514298,4007676,3280046,4209024
