hero_id,win_count,loss_count,win_loss_ratio,battle_count,win_prob
103001_0,71386,72946,0.495,144332,0.495
103001_1,71619,72198,0.498,143817,0.498
103001_2,70868,72845,0.493,143713,0.493
103001_3,69665,74734,0.482,144399,0.482
103001_4,70078,74159,0.486,144237,0.486
103001_5,69946,74418,0.485,144364,0.485
103001_6,69631,74458,0.483,144089,0.483
103001_7,70080,74175,0.486,144255,0.486
103001_8,69538,74899,0.481,144437,0.481
103002_0,71295,72301,0.496,143596,0.496
103002_1,70465,73544,0.489,144009,0.489
103002_2,70969,72790,0.494,143759,0.494
103002_3,71132,73072,0.493,144204,0.493
103002_4,68995,74675,0.48,143670,0.48
103002_5,70777,73714,0.49,144491,0.49
103002_6,71090,73760,0.491,144850,0.491
103002_7,70215,74208,0.486,144423,0.486
103002_8,71033,73043,0.493,144076,0.493
103008_0,59735,83936,0.416,143671,0.416
103008_1,59369,84746,0.412,144115,0.412
103008_2,61249,82869,0.425,144118,0.425
103008_3,62942,81375,0.436,144317,0.436
103008_4,62248,82597,0.43,144845,0.43
103008_5,63740,80231,0.443,143971,0.443
103008_6,64088,79897,0.445,143985,0.445
103008_7,63045,80724,0.439,143769,0.439
103008_8,65786,79278,0.453,145064,0.453
103010_0,75186,68938,0.522,144124,0.522
103010_1,75204,69293,0.52,144497,0.52
103010_2,74471,69530,0.517,144001,0.517
103010_3,74588,69431,0.518,144019,0.518
103010_4,73757,70863,0.51,144620,0.51
103010_5,74010,70083,0.514,144093,0.514
103010_6,73426,70548,0.51,143974,0.51
103010_7,73101,71264,0.506,144365,0.506
103010_8,72764,71091,0.506,143855,0.506
103011_0,60915,83226,0.423,144141,0.423
103011_1,60984,83005,0.424,143989,0.424
103011_2,61678,82017,0.429,143695,0.429
103011_3,62397,82048,0.432,144445,0.432
103011_4,61870,82299,0.429,144169,0.429
103011_5,63046,80908,0.438,143954,0.438
103011_6,63821,80263,0.443,144084,0.443
103011_7,63297,80299,0.441,143596,0.441
103011_8,65062,78817,0.452,143879,0.452
103012_0,71930,72176,0.499,144106,0.499
103012_1,70635,73740,0.489,144375,0.489
103012_2,70499,72734,0.492,143233,0.492
103012_3,70057,73319,0.489,143376,0.489
103012_4,69420,74920,0.481,144340,0.481
103012_5,70170,74141,0.486,144311,0.486
103012_6,69742,74221,0.484,143963,0.484
103012_7,68993,74858,0.48,143851,0.48
103012_8,69235,75221,0.479,144456,0.479
103013_0,75915,68137,0.527,144052,0.527
103013_1,75285,68430,0.524,143715,0.524
103013_2,77287,66932,0.536,144219,0.536
103013_3,74255,69690,0.516,143945,0.516
103013_4,74709,69901,0.517,144610,0.517
103013_5,76234,67822,0.529,144056,0.529
103013_6,74463,69116,0.519,143579,0.519
103013_7,74789,69617,0.518,144406,0.518
103013_8,76645,67787,0.531,144432,0.531
103018_0,70709,73608,0.49,144317,0.49
103018_1,70142,73954,0.487,144096,0.487
103018_2,69858,73868,0.486,143726,0.486
103018_3,68318,75579,0.475,143897,0.475
103018_4,68200,76262,0.472,144462,0.472
103018_5,68727,75118,0.478,143845,0.478
103018_6,69006,74954,0.479,143960,0.479
103018_7,68627,76092,0.474,144719,0.474
103018_8,69004,75086,0.479,144090,0.479
103019_0,57912,86315,0.402,144227,0.402
103019_1,58527,85915,0.405,144442,0.405
103019_2,57456,86320,0.4,143776,0.4
103019_3,57595,87062,0.398,144657,0.398
103019_4,57693,86284,0.401,143977,0.401
103019_5,56833,86373,0.397,143206,0.397
103019_6,57819,86598,0.4,144417,0.4
103019_7,57864,86614,0.401,144478,0.401
103019_8,57605,85984,0.401,143589,0.401
103020_0,66674,77415,0.463,144089,0.463
103020_1,66454,77214,0.463,143668,0.463
103020_2,67174,76626,0.467,143800,0.467
103020_3,66806,77301,0.464,144107,0.464
103020_4,66442,77853,0.46,144295,0.46
103020_5,68586,76251,0.474,144837,0.474
103020_6,67114,77538,0.464,144652,0.464
103020_7,67115,76988,0.466,144103,0.466
103020_8,68520,75394,0.476,143914,0.476
103021_0,66764,77178,0.464,143942,0.464
103021_1,66142,77652,0.46,143794,0.46
103021_2,67392,77083,0.466,144475,0.466
103021_3,68386,75460,0.475,143846,0.475
103021_4,67482,76264,0.469,143746,0.469
103021_5,68925,75629,0.477,144554,0.477
103021_6,69339,73953,0.484,143292,0.484
103021_7,69302,74979,0.48,144281,0.48
103021_8,70182,74032,0.487,144214,0.487
103023_0,58505,84822,0.408,143327,0.408
103023_1,59931,84400,0.415,144331,0.415
103023_2,59706,84065,0.415,143771,0.415
103023_3,59673,84624,0.414,144297,0.414
103023_4,59849,83536,0.417,143385,0.417
103023_5,59812,84291,0.415,144103,0.415
103023_6,61526,82706,0.427,144232,0.427
103023_7,60883,82293,0.425,143176,0.425
103023_8,61576,82145,0.428,143721,0.428
103024_0,58229,85589,0.405,143818,0.405
103024_1,60328,84072,0.418,144400,0.418
103024_2,58930,85012,0.409,143942,0.409
103024_3,57863,86525,0.401,144388,0.401
103024_4,59635,85008,0.412,144643,0.412
103024_5,58533,85440,0.407,143973,0.407
103024_6,58857,84590,0.41,143447,0.41
103024_7,60550,83681,0.42,144231,0.42
103024_8,60004,83952,0.417,143956,0.417
103025_0,74603,69634,0.517,144237,0.517
103025_1,74079,70461,0.513,144540,0.513
103025_2,73761,69563,0.515,143324,0.515
103025_3,73652,70751,0.51,144403,0.51
103025_4,72582,71493,0.504,144075,0.504
103025_5,72699,70874,0.506,143573,0.506
103025_6,72367,71332,0.504,143699,0.504
103025_7,71614,73297,0.494,144911,0.494
103025_8,72025,72543,0.498,144568,0.498
103026_0,72490,71603,0.503,144093,0.503
103026_1,72558,71936,0.502,144494,0.502
103026_2,72281,71854,0.501,144135,0.501
103026_3,71260,73061,0.494,144321,0.494
103026_4,70105,73481,0.488,143586,0.488
103026_5,69897,74521,0.484,144418,0.484
103026_6,69512,74370,0.483,143882,0.483
103026_7,69497,74701,0.482,144198,0.482
103026_8,68445,75630,0.475,144075,0.475
103027_0,62244,81919,0.432,144163,0.432
103027_1,63208,80491,0.44,143699,0.44
103027_2,63669,80239,0.442,143908,0.442
103027_3,64308,79749,0.446,144057,0.446
103027_4,64935,79082,0.451,144017,0.451
103027_5,65703,78060,0.457,143763,0.457
103027_6,67046,76969,0.466,144015,0.466
103027_7,67522,76734,0.468,144256,0.468
103027_8,68548,75922,0.474,144470,0.474
103031_0,56134,88515,0.388,144649,0.388
103031_1,55333,88256,0.385,143589,0.385
103031_2,55809,88123,0.388,143932,0.388
103031_3,55720,88052,0.388,143772,0.388
103031_4,55561,88689,0.385,144250,0.385
103031_5,55894,87893,0.389,143787,0.389
103031_6,57982,86549,0.401,144531,0.401
103031_7,57942,85812,0.403,143754,0.403
103031_8,58746,84708,0.41,143454,0.41
103032_0,64473,79695,0.447,144168,0.447
103032_1,64609,79261,0.449,143870,0.449
103032_2,64026,80186,0.444,144212,0.444
103032_3,63430,79585,0.444,143015,0.444
103032_4,64204,80167,0.445,144371,0.445
103032_5,63463,80004,0.442,143467,0.442
103032_6,63894,79913,0.444,143807,0.444
103032_7,64778,79459,0.449,144237,0.449
103032_8,64324,79804,0.446,144128,0.446
103033_0,82677,60474,0.578,143151,0.578
103033_1,81108,63058,0.563,144166,0.563
103033_2,83642,60731,0.579,144373,0.579
103033_3,84800,59245,0.589,144045,0.589
103033_4,81918,61998,0.569,143916,0.569
103033_5,84140,59128,0.587,143268,0.587
103033_6,83730,59572,0.584,143302,0.584
103033_7,81386,62967,0.564,144353,0.564
103033_8,83560,59684,0.583,143244,0.583
103034_0,53010,90959,0.368,143969,0.368
103034_1,53649,90942,0.371,144591,0.371
103034_2,53912,89695,0.375,143607,0.375
103034_3,54328,89397,0.378,143725,0.378
103034_4,54380,89758,0.377,144138,0.377
103034_5,55692,87869,0.388,143561,0.388
103034_6,56811,87041,0.395,143852,0.395
103034_7,57041,87604,0.394,144645,0.394
103034_8,58305,85454,0.406,143759,0.406
103035_0,59510,84162,0.414,143672,0.414
103035_1,59867,84577,0.414,144444,0.414
103035_2,61784,82993,0.427,144777,0.427
103035_3,62305,81739,0.433,144044,0.433
103035_4,61607,82007,0.429,143614,0.429
103035_5,63361,80975,0.439,144336,0.439
103035_6,64023,79573,0.446,143596,0.446
103035_7,64066,79551,0.446,143617,0.446
103035_8,65060,78739,0.452,143799,0.452
103036_0,63007,81031,0.437,144038,0.437
103036_1,63090,80627,0.439,143717,0.439
103036_2,63529,80439,0.441,143968,0.441
103036_3,63403,80664,0.44,144067,0.44
103036_4,64059,80088,0.444,144147,0.444
103036_5,64172,79472,0.447,143644,0.447
103036_6,64969,79220,0.451,144189,0.451
103036_7,65228,79047,0.452,144275,0.452
103036_8,65504,78577,0.455,144081,0.455
103038_0,77989,65871,0.542,143860,0.542
103038_1,77140,66913,0.535,144053,0.535
103038_2,77591,66240,0.539,143831,0.539
103038_3,77556,66247,0.539,143803,0.539
103038_4,77289,67240,0.535,144529,0.535
103038_5,77819,66131,0.541,143950,0.541
103038_6,77253,66172,0.539,143425,0.539
103038_7,76178,67035,0.532,143213,0.532
103038_8,76792,67171,0.533,143963,0.533
103039_0,80534,63053,0.561,143587,0.561
103039_1,85780,58005,0.597,143785,0.597
103039_2,78174,65268,0.545,143442,0.545
103039_3,74854,69505,0.519,144359,0.519
103039_4,78904,65302,0.547,144206,0.547
103039_5,72364,71487,0.503,143851,0.503
103039_6,70980,73231,0.492,144211,0.492
103039_7,75277,68660,0.523,143937,0.523
103039_8,69204,74392,0.482,143596,0.482
103040_0,94834,49376,0.658,144210,0.658
103040_1,94092,49769,0.654,143861,0.654
103040_2,95488,48418,0.664,143906,0.664
103040_3,93484,49724,0.653,143208,0.653
103040_4,93546,50295,0.65,143841,0.65
103040_5,94595,48786,0.66,143381,0.66
103040_6,92602,51826,0.641,144428,0.641
103040_7,91320,52369,0.636,143689,0.636
103040_8,92714,51089,0.645,143803,0.645
103041_0,65851,78376,0.457,144227,0.457
103041_1,67928,76488,0.47,144416,0.47
103041_2,65726,78009,0.457,143735,0.457
103041_3,63972,79948,0.444,143920,0.444
103041_4,66409,77621,0.461,144030,0.461
103041_5,64733,79065,0.45,143798,0.45
103041_6,65385,78162,0.455,143547,0.455
103041_7,67882,76742,0.469,144624,0.469
103041_8,67027,76901,0.466,143928,0.466
103042_0,98987,44707,0.689,143694,0.689
103042_1,102359,42388,0.707,144747,0.707
103042_2,98052,45282,0.684,143334,0.684
103042_3,96286,47712,0.669,143998,0.669
103042_4,100054,44838,0.691,144892,0.691
103042_5,96598,48013,0.668,144611,0.668
103042_6,96948,47193,0.673,144141,0.673
103042_7,99638,44446,0.692,144084,0.692
103042_8,96718,47259,0.672,143977,0.672
103043_0,64813,79346,0.45,144159,0.45
103043_1,67148,77019,0.466,144167,0.466
103043_2,65802,78095,0.457,143897,0.457
103043_3,64418,79356,0.448,143774,0.448
103043_4,66831,77271,0.464,144102,0.464
103043_5,65613,78221,0.456,143834,0.456
103043_6,66883,77862,0.462,144745,0.462
103043_7,68556,75194,0.477,143750,0.477
103043_8,67608,75983,0.471,143591,0.471
103044_0,81097,63135,0.562,144232,0.562
103044_1,79902,63601,0.557,143503,0.557
103044_2,80612,63569,0.559,144181,0.559
103044_3,79784,63898,0.555,143682,0.555
103044_4,79149,64950,0.549,144099,0.549
103044_5,79468,64661,0.551,144129,0.551
103044_6,78966,64672,0.55,143638,0.55
103044_7,78229,65214,0.545,143443,0.545
103044_8,78927,65308,0.547,144235,0.547
103045_0,63814,79683,0.445,143497,0.445
103045_1,64110,79996,0.445,144106,0.445
103045_2,63904,80179,0.444,144083,0.444
103045_3,64170,80323,0.444,144493,0.444
103045_4,64062,80336,0.444,144398,0.444
103045_5,64207,80196,0.445,144403,0.445
103045_6,65072,79365,0.451,144437,0.451
103045_7,64830,79085,0.45,143915,0.45
103045_8,64727,79136,0.45,143863,0.45
103046_0,66045,78223,0.458,144268,0.458
103046_1,65429,78780,0.454,144209,0.454
103046_2,67386,77410,0.465,144796,0.465
103046_3,67613,76465,0.469,144078,0.469
103046_4,67260,76840,0.467,144100,0.467
103046_5,68909,74433,0.481,143342,0.481
103046_6,70139,73314,0.489,143453,0.489
103046_7,69751,74673,0.483,144424,0.483
103046_8,71237,71937,0.498,143174,0.498
103049_0,63803,80167,0.443,143970,0.443
103049_1,65305,79041,0.452,144346,0.452
103049_2,64959,79506,0.45,144465,0.45
103049_3,64261,79939,0.446,144200,0.446
103049_4,65577,78259,0.456,143836,0.456
103049_5,64899,78636,0.452,143535,0.452
103049_6,65678,78344,0.456,144022,0.456
103049_7,66999,77392,0.464,144391,0.464
103049_8,66753,77416,0.463,144169,0.463
103051_0,72731,71357,0.505,144088,0.505
103051_1,72710,71208,0.505,143918,0.505
103051_2,73693,70338,0.512,144031,0.512
103051_3,72578,72195,0.501,144773,0.501
103051_4,72790,71718,0.504,144508,0.504
103051_5,73489,71185,0.508,144674,0.508
103051_6,72842,71114,0.506,143956,0.506
103051_7,72923,70825,0.507,143748,0.507
103051_8,73276,70753,0.509,144029,0.509
103060_0,97588,46694,0.676,144282,0.676
103060_1,96492,47651,0.669,144143,0.669
103060_2,98968,44531,0.69,143499,0.69
103060_3,98383,45660,0.683,144043,0.683
103060_4,96080,47823,0.668,143903,0.668
103060_5,98662,46035,0.682,144697,0.682
103060_6,97242,47340,0.673,144582,0.673
103060_7,95145,48894,0.661,144039,0.661
103060_8,96268,48047,0.667,144315,0.667
103061_0,105473,38953,0.73,144426,0.73
103061_1,105990,37942,0.736,143932,0.736
103061_2,105530,38259,0.734,143789,0.734
103061_3,105293,38359,0.733,143652,0.733
103061_4,105841,37781,0.737,143622,0.737
103061_5,105002,38861,0.73,143863,0.73
103061_6,104387,39411,0.726,143798,0.726
103061_7,104388,39177,0.727,143565,0.727
103061_8,104290,40055,0.723,144345,0.723
103062_0,95347,48057,0.665,143404,0.665
103062_1,94804,49085,0.659,143889,0.659
103062_2,96490,48016,0.668,144506,0.668
103062_3,95813,48301,0.665,144114,0.665
103062_4,94735,49280,0.658,144015,0.658
103062_5,96615,47291,0.671,143906,0.671
103062_6,96330,48173,0.667,144503,0.667
103062_7,94265,49117,0.657,143382,0.657
103062_8,96039,47403,0.67,143442,0.67
103063_0,69276,74765,0.481,144041,0.481
103063_1,70323,74282,0.486,144605,0.486
103063_2,70173,74175,0.486,144348,0.486
103063_3,68725,75493,0.477,144218,0.477
103063_4,68937,75028,0.479,143965,0.479
103063_5,68866,75500,0.477,144366,0.477
103063_6,68345,75196,0.476,143541,0.476
103063_7,68978,74662,0.48,143640,0.48
103063_8,68777,74758,0.479,143535,0.479
103083_0,72461,72248,0.501,144709,0.501
103083_1,70970,73077,0.493,144047,0.493
103083_2,72758,71859,0.503,144617,0.503
103083_3,73177,70998,0.508,144175,0.508
103083_4,72568,71583,0.503,144151,0.503
103083_5,73908,69802,0.514,143710,0.514
103083_6,73806,69841,0.514,143647,0.514
103083_7,72883,71294,0.506,144177,0.506
103083_8,75011,69096,0.521,144107,0.521
103084_0,104244,39640,0.725,143884,0.725
103084_1,104614,39435,0.726,144049,0.726
103084_2,103399,39745,0.722,143144,0.722
103084_3,101866,42334,0.706,144200,0.706
103084_4,101170,42134,0.706,143304,0.706
103084_5,101441,42508,0.705,143949,0.705
103084_6,101162,43276,0.7,144438,0.7
103084_7,101157,43133,0.701,144290,0.701
103084_8,101652,42501,0.705,144153,0.705
103085_0,69298,74342,0.482,143640,0.482
103085_1,67951,76535,0.47,144486,0.47
103085_2,69199,75016,0.48,144215,0.48
103085_3,68813,75622,0.476,144435,0.476
103085_4,66646,76874,0.464,143520,0.464
103085_5,68054,75740,0.473,143794,0.473
103085_6,67441,76729,0.468,144170,0.468
103085_7,66174,78669,0.457,144843,0.457
103085_8,66907,77081,0.465,143988,0.465
103086_0,60975,82913,0.424,143888,0.424
103086_1,60533,82532,0.423,143065,0.423
103086_2,61802,82599,0.428,144401,0.428
103086_3,61081,83073,0.424,144154,0.424
103086_4,60895,83048,0.423,143943,0.423
103086_5,62041,81714,0.432,143755,0.432
103086_6,62986,81468,0.436,144454,0.436
