hero_id,win_count,loss_count,win_loss_ratio,battle_count,win_prob
109001_0,244842,375952,0.394,620794,0.394
109001_1,200447,242922,0.452,443369,0.452
109001_2,97345,65249,0.599,162594,0.599
109001_3,42072,21454,0.662,63526,0.662
109001_5,4399,1778,0.712,6177,0.712
109002_0,49609,26106,0.655,75715,0.655
109002_1,146,3,0.98,149,0.98
109002_2,632361,544560,0.537,1176921,0.537
109002_6,32967,8644,0.792,41611,0.792
109008_6,156970,33673,0.823,190643,0.823
109008_8,654863,452886,0.591,1107749,0.591
109010_0,218744,345418,0.388,564162,0.388
109010_1,6652,4246,0.61,10898,0.61
109010_3,276836,317584,0.466,594420,0.466
109010_5,929,354,0.724,1283,0.724
109010_6,71997,53783,0.572,125780,0.572
109011_4,816,572,0.588,1388,0.588
109011_5,5006,3126,0.616,8132,0.616
109011_6,284240,317423,0.472,601663,0.472
109011_7,52603,39245,0.573,91848,0.573
109011_8,223781,369770,0.377,593551,0.377
109012_0,333553,439207,0.432,772760,0.432
109012_1,47641,30196,0.612,77837,0.612
109012_2,232594,176577,0.568,409171,0.568
109012_6,27045,10044,0.729,37089,0.729
109012_8,256,69,0.788,325,0.788
109013_0,433307,485908,0.471,919215,0.471
109013_1,137868,112537,0.551,250405,0.551
109013_2,79616,27412,0.744,107028,0.744
109013_5,15415,2911,0.841,18326,0.841
109013_8,1081,108,0.909,1189,0.909
109018_0,186728,325486,0.365,512214,0.365
109018_1,36229,39380,0.479,75609,0.479
109018_2,9698,6573,0.596,16271,0.596
109018_6,292431,366136,0.444,658567,0.444
109018_8,15632,18044,0.464,33676,0.464
109019_2,1293,1032,0.556,2325,0.556
109019_4,486777,768686,0.388,1255463,0.388
109019_5,7,2,0.778,9,0.778
109019_6,19169,20448,0.484,39617,0.484
109020_0,9668,5521,0.637,15189,0.637
109020_2,447570,493768,0.475,941338,0.475
109020_5,153052,113556,0.574,266608,0.574
109020_6,4391,1465,0.75,5856,0.75
109020_8,37633,29686,0.559,67319,0.559
109021_0,990699,307426,0.763,1298125,0.763
109023_1,6477,17804,0.267,24281,0.267
109023_5,27392,57788,0.322,85180,0.322
109023_6,98872,200863,0.33,299735,0.33
109023_7,262665,377838,0.41,640503,0.41
109023_8,101349,144558,0.412,245907,0.412
109024_4,3716,6804,0.353,10520,0.353
109024_5,85971,135210,0.389,221181,0.389
109024_6,20709,33619,0.381,54328,0.381
109024_7,273756,389160,0.413,662916,0.413
109024_8,137955,209627,0.397,347582,0.397
109025_2,7471,3648,0.672,11119,0.672
109025_3,98374,80114,0.551,178488,0.551
109025_5,565157,539595,0.512,1104752,0.512
109025_6,825,179,0.822,1004,0.822
109026_0,302823,404546,0.428,707369,0.428
109026_2,9777,1881,0.839,11658,0.839
109026_5,2921,517,0.85,3438,0.85
109026_6,330819,244665,0.575,575484,0.575
