hero_id,win_count,loss_count,win_loss_ratio,battle_count,win_prob
101001_0,97189,102553,0.487,199742,0.487
101001_1,356005,509920,0.411,865925,0.411
101001_2,101574,64774,0.611,166348,0.611
101001_7,49140,16587,0.748,65727,0.748
101001_8,232,18,0.928,250,0.928
101002_0,217236,324122,0.401,541358,0.401
101002_1,180875,201144,0.473,382019,0.473
101002_2,20358,10816,0.653,31174,0.653
101002_3,189425,138421,0.578,327846,0.578
101002_4,9217,3664,0.716,12881,0.716
101008_3,7518,31415,0.193,38933,0.193
101008_5,135497,228569,0.372,364066,0.372
101008_6,320555,391147,0.45,711702,0.45
101008_7,13899,29203,0.322,43102,0.322
101008_8,77171,62531,0.552,139702,0.552
101010_0,512034,498105,0.507,1010139,0.507
101010_3,215424,70507,0.753,285931,0.753
101010_4,99,2,0.98,101,0.98
101011_3,360,820,0.305,1180,0.305
101011_5,317192,409813,0.436,727005,0.436
101011_6,9597,5127,0.652,14724,0.652
101011_7,3416,3860,0.469,7276,0.469
101011_8,260725,285568,0.477,546293,0.477
101012_0,277935,412520,0.403,690455,0.403
101012_1,68460,40021,0.631,108481,0.631
101012_2,234742,213713,0.523,448455,0.523
101012_3,34519,11234,0.754,45753,0.754
101012_5,3255,543,0.857,3798,0.857
101013_0,1229,290,0.809,1519,0.809
101013_5,106772,81647,0.567,188419,0.567
101013_6,216,27,0.889,243,0.889
101013_8,545143,563300,0.492,1108443,0.492
101018_0,95641,129002,0.426,224643,0.426
101018_1,53922,46341,0.538,100263,0.538
101018_6,21423,10551,0.67,31974,0.67
101018_7,1231,509,0.707,1740,0.707
101018_8,444114,492926,0.474,937040,0.474
101019_0,83222,132622,0.386,215844,0.386
101019_1,239596,421977,0.362,661573,0.362
101019_2,133392,140187,0.488,273579,0.488
101019_3,4180,2491,0.627,6671,0.627
101019_4,80134,58437,0.578,138571,0.578
101020_1,11653,9477,0.551,21130,0.551
101020_2,295964,420963,0.413,716927,0.413
101020_5,150021,112418,0.572,262439,0.572
101020_7,1936,1153,0.627,3089,0.627
101020_8,135815,156648,0.464,292463,0.464
101021_3,38,45,0.458,83,0.458
101021_5,40163,47437,0.458,87600,0.458
101021_6,205189,211446,0.492,416635,0.492
101021_7,1062,979,0.52,2041,0.52
101021_8,371526,416518,0.471,788044,0.471
101023_4,240,351,0.406,591,0.406
101023_5,7920,9792,0.447,17712,0.447
101023_6,229279,262397,0.466,491676,0.466
101023_7,84284,99827,0.458,184111,0.458
101023_8,272530,328941,0.453,601471,0.453
101024_1,49914,136009,0.268,185923,0.268
101024_4,13442,32419,0.293,45861,0.293
101024_6,120158,203097,0.372,323255,0.372
101024_7,278760,357003,0.438,635763,0.438
101024_8,59275,45897,0.564,105172,0.564
101025_4,4662,14954,0.238,19616,0.238
101025_5,515013,644238,0.444,1159251,0.444
101025_6,14084,22365,0.386,36449,0.386
101025_7,41017,40623,0.502,81640,0.502
101026_4,5808,19411,0.23,25219,0.23
101026_5,129063,218834,0.371,347897,0.371
101026_6,20291,32708,0.383,52999,0.383
101026_7,298528,391287,0.433,689815,0.433
101026_8,94799,87481,0.52,182280,0.52
101027_4,25179,54121,0.318,79300,0.318
101027_5,710,1469,0.326,2179,0.326
101027_6,69100,99563,0.41,168663,0.41
101027_7,345483,439664,0.44,785147,0.44
101027_8,132034,128998,0.506,261032,0.506
101031_4,11900,53636,0.182,65536,0.182
101031_5,73740,171541,0.301,245281,0.301
101031_6,122196,233431,0.344,355627,0.344
101031_7,265875,285693,0.482,551568,0.482
101031_8,47708,29996,0.614,77704,0.614
101032_0,242202,373415,0.393,615617,0.393
101032_1,194313,210550,0.48,404863,0.48
101032_2,107019,86849,0.552,193868,0.552
101032_3,49761,25548,0.661,75309,0.661
101032_4,5926,2342,0.717,8268,0.717
101033_0,458285,470772,0.493,929057,0.493
101033_2,10486,3690,0.74,14176,0.74
101033_3,248488,102832,0.707,351320,0.707
101033_5,2096,371,0.85,2467,0.85
101033_6,16,1,0.941,17,0.941
101034_3,7158,24292,0.228,31450,0.228
101034_5,43301,87123,0.332,130424,0.332
101034_6,303741,453241,0.401,756982,0.401
101034_7,103590,115353,0.473,218943,0.473
101034_8,85522,73598,0.537,159120,0.537
101035_3,1858,3307,0.36,5165,0.36
101035_5,118022,132198,0.472,250220,0.472
101035_6,285880,373916,0.433,659796,0.433
101035_7,7284,9544,0.433,16828,0.433
101035_8,177709,186267,0.488,363976,0.488
101036_4,4973,5576,0.471,10549,0.471
101036_5,137,111,0.552,248,0.552
101036_6,224363,248342,0.475,472705,0.475
101036_7,79880,71862,0.526,151742,0.526
101036_8,307451,352564,0.466,660015,0.466
101038_3,146,91,0.616,237,0.616
101038_5,3618,1734,0.676,5352,0.676
101038_6,657834,632309,0.51,1290143,0.51
101039_0,92458,45456,0.67,137914,0.67
101039_1,505474,584120,0.464,1089594,0.464
101039_2,1994,465,0.811,2459,0.811
101039_4,52090,13122,0.799,65212,0.799
101039_7,217,30,0.879,247,0.879
101040_2,743232,453629,0.621,1196861,0.621
101040_4,21,12,0.636,33,0.636
101040_5,80758,18574,0.813,99332,0.813
101041_2,1411,2092,0.403,3503,0.403
101041_5,58520,73948,0.442,132468,0.442
101041_6,2290,3194,0.418,5484,0.418
101041_7,337248,413295,0.449,750543,0.449
101041_8,189913,214542,0.47,404455,0.47
101042_1,838970,361866,0.699,1200836,0.699
101042_7,84050,13845,0.859,97895,0.859
101043_2,818,1083,0.43,1901,0.43
101043_5,12681,13129,0.491,25810,0.491
101043_6,6428,7409,0.465,13837,0.465
101043_7,337276,421374,0.445,758650,0.445
101043_8,226472,268606,0.457,495078,0.457
101044_0,367090,477614,0.435,844704,0.435
101044_1,212357,139777,0.603,352134,0.603
101044_2,63720,21251,0.75,84971,0.75
101044_3,13302,2014,0.869,15316,0.869
101044_4,641,56,0.92,697,0.92
101045_0,810,285,0.74,1095,0.74
101045_1,19636,9038,0.685,28674,0.685
101045_3,607567,629765,0.491,1237332,0.491
101045_6,20825,7517,0.735,28342,0.735
101045_7,614,121,0.835,735,0.835
101046_3,75,148,0.336,223,0.336
101046_5,1984,3013,0.397,4997,0.397
101046_6,210605,237234,0.47,447839,0.47
101046_7,54215,65800,0.452,120015,0.452
101046_8,330513,392374,0.457,722887,0.457
101049_4,3090,11609,0.21,14699,0.21
101049_5,32903,70040,0.32,102943,0.32
101049_6,89123,158158,0.36,247281,0.36
101049_7,306272,420155,0.422,726427,0.422
101049_8,107805,96770,0.527,204575,0.527
101051_0,24,1,0.96,25,0.96
101051_1,4110,804,0.836,4914,0.836
101051_2,491763,519974,0.486,1011737,0.486
101051_5,186595,89799,0.675,276394,0.675
101051_8,703,45,0.94,748,0.94
101060_0,115170,43080,0.728,158250,0.728
101060_1,24779,3403,0.879,28182,0.879
101060_2,657743,444792,0.597,1102535,0.597
101060_3,4907,291,0.944,5198,0.944
101061_1,948399,347600,0.732,1295999,0.732
101062_2,889086,407329,0.686,1296415,0.686
101062_5,460,14,0.97,474,0.97
101063_0,99595,111767,0.471,211362,0.471
101063_1,311596,451262,0.408,762858,0.408
101063_2,121839,98079,0.554,219918,0.554
101063_4,64755,35501,0.646,100256,0.646
101063_5,2170,994,0.686,3164,0.686
101083_3,8,11,0.421,19,0.421
101083_5,843,752,0.529,1595,0.529
101083_6,180331,196723,0.478,377054,0.478
101083_7,30483,25300,0.546,55783,0.546
101083_8,403014,456989,0.469,860003,0.469
101084_0,706415,399114,0.639,1105529,0.639
101084_1,131281,32169,0.803,163450,0.803
101084_2,24028,1543,0.94,25571,0.94
101084_3,4,0,1.0,4,1.0
101084_5,1367,71,0.951,1438,0.951
101085_0,320836,451333,0.415,772169,0.415
101085_1,194200,167554,0.537,361754,0.537
101085_2,82199,45146,0.645,127345,0.645
101085_3,25716,6812,0.791,32528,0.791
101085_5,2037,318,0.865,2355,0.865
101086_1,11277,42527,0.21,53804,0.21
101086_5,68161,148447,0.315,216608,0.315
101086_6,128664,212390,0.377,341054,0.377
101086_7,265024,328876,0.446,593900,0.446
101086_8,49873,40618,0.551,90491,0.551
101087_4,696052,601700,0.536,1297752,0.536
101088_4,4,0,1.0,4,1.0
101088_6,547,79,0.874,626,0.874
101088_7,135304,141630,0.489,276934,0.489
101088_8,507832,510094,0.499,1017926,0.499
101089_6,59067,38736,0.604,97803,0.604
101089_8,617698,580370,0.516,1198068,0.516
101090_2,128376,252708,0.337,381084,0.337
101090_4,5763,9976,0.366,15739,0.366
101090_5,45616,54269,0.457,99885,0.457
101090_7,297174,380541,0.438,677715,0.438
101090_8,68460,52894,0.564,121354,0.564
101092_8,739176,558012,0.57,1297188,0.57
101093_1,24621,42523,0.367,67144,0.367
101093_2,232,195,0.543,427,0.543
101093_4,10230,12478,0.451,22708,0.451
101093_7,342744,414081,0.453,756825,0.453
101093_8,219411,228485,0.49,447896,0.49
101094_0,79885,156210,0.338,236095,0.338
101094_1,196492,398823,0.33,595315,0.33
101094_2,10674,9080,0.54,19754,0.54
101094_3,5161,5682,0.476,10843,0.476
101094_4,176109,261356,0.403,437465,0.403
101095_2,43678,37688,0.537,81366,0.537
101095_3,16372,5575,0.746,21947,0.746
101095_4,204,17,0.923,221,0.923
101095_6,581451,610679,0.488,1192130,0.488
101096_1,434316,546902,0.443,981218,0.443
101096_2,5307,774,0.873,6081,0.873
101096_3,212637,96002,0.689,308639,0.689
101096_4,1345,121,0.917,1466,0.917
101097_2,2924,8110,0.265,11034,0.265
101097_5,99799,173736,0.365,273535,0.365
101097_6,7692,14879,0.341,22571,0.341
101097_7,326753,428644,0.433,755397,0.433
101097_8,125880,106354,0.542,232234,0.542
101098_0,934661,361171,0.721,1295832,0.721
101100_0,820967,378119,0.685,1199086,0.685
101100_1,74043,12690,0.854,86733,0.854
101100_2,10492,573,0.948,11065,0.948
101101_2,3132,4205,0.427,7337,0.427
101101_5,80775,94242,0.462,175017,0.462
101101_6,4812,6905,0.411,11717,0.411
101101_7,327829,446742,0.423,774571,0.423
101101_8,152098,174340,0.466,326438,0.466
